fn,target_name,length,batch_size,trial,round,retry,attempt,api_attempt_start,api_attempt_end,accepted,sampled_unique,sampled_duplicate_count,sampling_strategy,sampling_mistake_count,sampling_boundary_count,sampling_anchor_count,sampling_fill_count,sampling_positive_count,sampling_negative_count,sampling_score_eval_errors,compile_error,weighted_error,alpha,batch_acc,train_acc,val_acc,test_acc,ensemble_train_acc,ensemble_val_acc,ensemble_test_acc,request_model,returned_model,prompt_tokens,completion_tokens,reasoning_tokens,pricing_model,input_rate_per_million,output_rate_per_million,estimated_input_cost_usd,estimated_output_cost_usd,estimated_total_cost_usd,tool_uses,duration_ms,repair_rounds_requested,repair_calls,repair_best_step,repair_gate_reason,repair_gate_weighted_error,repair_initial_batch_acc,repair_final_batch_acc,repair_history,whole_train_repair_rounds_requested,candidate_selection,candidate_selected,candidate_reject_reason,candidate_ensemble_train_acc,candidate_ensemble_val_acc,candidate_ensemble_test_acc,candidate_ensemble_val_drop,candidate_code_sha256,candidate_code_chars,candidate_source_count,candidate_source_stages,eval_errors
fn_o,cdc_diabetes,21,256,1,4,1,31,31,31,False,256,0,stratified_diverse,154,51,51,0,153,103,0,,0.5175850331603891,-0.03518457810420736,0.22265625,0.6674,0.648,0.6579,,,,gpt-5.2-deep-learning-fundamentals,gpt-5.2-2025-12-11,28037,1022,709,gpt-5.2,1.75,14.0,0.04906475,0.014307999999999998,0.06337274999999999,0,13482,0,0,0,repair_disabled,,0.22265625,0.22265625,"[{""step"": 0, ""status"": ""initial"", ""batch_acc"": 0.22265625, ""mistakes"": 199, ""eval_errors"": 0, ""accepted_as_best"": true}, {""step"": 1, ""status"": ""repair_disabled"", ""batch_acc"": 0.22265625, ""mistakes"": 199, ""accepted_as_best"": false}]",0,best_ensemble_val,False,,0.7031,0.695,0.7027,0.0,88f94e26328073314302342d33eabb5f866865cdec680ad3d75ab040b68f1be8,705,1,initial,0
fn_o,cdc_diabetes,21,256,1,4,2,32,32,32,True,256,0,stratified_diverse,154,51,51,0,153,103,0,,0.4726327602975744,0.05478923687098922,0.7265625,0.3196,0.321,0.3189,0.7031,0.695,0.7027,gpt-5.2-deep-learning-fundamentals,gpt-5.2-2025-12-11,28037,1506,1157,gpt-5.2,1.75,14.0,0.04906475,0.021084,0.07014875,0,20328,0,0,0,repair_disabled,,0.7265625,0.7265625,"[{""step"": 0, ""status"": ""initial"", ""batch_acc"": 0.7265625, ""mistakes"": 70, ""eval_errors"": 0, ""accepted_as_best"": true}, {""step"": 1, ""status"": ""repair_disabled"", ""batch_acc"": 0.7265625, ""mistakes"": 70, ""accepted_as_best"": false}]",0,best_ensemble_val,True,,0.7031,0.695,0.7027,0.0,02ca8abc157aab1fa7f075b01d5d917076069132014eab8f58d1ce0173efd0be,918,1,initial,0
fn_o,cdc_diabetes,21,256,1,4,3,33,33,33,False,256,0,stratified_diverse,154,51,51,0,153,103,0,,0.5278151068776337,-0.055687707206480974,0.25,0.7072,0.6845,0.7024,,,,gpt-5.2-deep-learning-fundamentals,gpt-5.2-2025-12-11,28037,1929,1506,gpt-5.2,1.75,14.0,0.04906475,0.027006,0.07607074999999999,0,30313,0,0,0,repair_disabled,,0.25,0.25,"[{""step"": 0, ""status"": ""initial"", ""batch_acc"": 0.25, ""mistakes"": 192, ""eval_errors"": 0, ""accepted_as_best"": true}, {""step"": 1, ""status"": ""repair_disabled"", ""batch_acc"": 0.25, ""mistakes"": 192, ""accepted_as_best"": false}]",0,best_ensemble_val,False,,0.7031,0.695,0.7027,0.0,2dcf8aed7d50c3cfeaa47b84ad10f8202ce5cf222de914b6d0eb376ffd9c61dd,1189,1,initial,0
fn_o,cdc_diabetes,21,256,1,4,4,34,34,34,False,256,0,stratified_diverse,154,51,51,0,153,103,0,,0.5327624448600206,-0.06561890932572273,0.23046875,0.706,0.6865,0.7052,,,,gpt-5.2-deep-learning-fundamentals,gpt-5.2-2025-12-11,28037,3932,3399,gpt-5.2,1.75,14.0,0.04906475,0.055048,0.10411275,0,49426,0,0,0,repair_disabled,,0.23046875,0.23046875,"[{""step"": 0, ""status"": ""initial"", ""batch_acc"": 0.23046875, ""mistakes"": 197, ""eval_errors"": 0, ""accepted_as_best"": true}, {""step"": 1, ""status"": ""repair_disabled"", ""batch_acc"": 0.23046875, ""mistakes"": 197, ""accepted_as_best"": false}]",0,best_ensemble_val,False,,0.7031,0.695,0.7027,0.0,565816e7de701d6eac6e83eb7c479563ee98f97fd3dec70f525b5c836fb6f1af,1361,1,initial,0
fn_o,cdc_diabetes,21,256,1,4,5,35,35,35,False,256,0,stratified_diverse,154,51,51,0,153,103,0,,0.508403063897684,-0.016807710337706085,0.33984375,0.6417,0.6285,0.6417,,,,gpt-5.2-deep-learning-fundamentals,gpt-5.2-2025-12-11,28037,1341,1011,gpt-5.2,1.75,14.0,0.04906475,0.018774,0.06783875,0,17301,0,0,0,repair_disabled,,0.33984375,0.33984375,"[{""step"": 0, ""status"": ""initial"", ""batch_acc"": 0.33984375, ""mistakes"": 169, ""eval_errors"": 0, ""accepted_as_best"": true}, {""step"": 1, ""status"": ""repair_disabled"", ""batch_acc"": 0.33984375, ""mistakes"": 169, ""accepted_as_best"": false}]",0,best_ensemble_val,False,,0.7031,0.695,0.7027,0.0,a406c6a7884f8931e01b5076f06deb7504a16d598ef424b11b6c3ef069527766,787,1,initial,0
fn_o,cdc_diabetes,21,256,1,4,6,36,36,36,False,256,0,stratified_diverse,154,51,51,0,153,103,0,,0.5108787970304888,-0.021761028333331354,0.35546875,0.6805,0.673,0.6825,,,,gpt-5.2-deep-learning-fundamentals,gpt-5.2-2025-12-11,28037,2410,1881,gpt-5.2,1.75,14.0,0.04906475,0.03374,0.08280475,0,29225,0,0,0,repair_disabled,,0.35546875,0.35546875,"[{""step"": 0, ""status"": ""initial"", ""batch_acc"": 0.35546875, ""mistakes"": 165, ""eval_errors"": 0, ""accepted_as_best"": true}, {""step"": 1, ""status"": ""repair_disabled"", ""batch_acc"": 0.35546875, ""mistakes"": 165, ""accepted_as_best"": false}]",0,best_ensemble_val,False,,0.7031,0.695,0.7027,0.0,2172fd82d1040e5784a60797aff2dfdcc6246186eeac7c737e8a951e32631f34,1422,1,initial,0
fn_o,cdc_diabetes,21,256,1,4,7,37,37,37,False,256,0,stratified_diverse,154,51,51,0,153,103,0,,0.5128184405797057,-0.025642499985969385,0.47265625,0.6062,0.587,0.6037,,,,gpt-5.2-deep-learning-fundamentals,gpt-5.2-2025-12-11,28037,2652,1983,gpt-5.2,1.75,14.0,0.04906475,0.037127999999999994,0.08619274999999998,0,32526,0,0,0,repair_disabled,,0.47265625,0.47265625,"[{""step"": 0, ""status"": ""initial"", ""batch_acc"": 0.47265625, ""mistakes"": 135, ""eval_errors"": 0, ""accepted_as_best"": true}, {""step"": 1, ""status"": ""repair_disabled"", ""batch_acc"": 0.47265625, ""mistakes"": 135, ""accepted_as_best"": false}]",0,best_ensemble_val,False,,0.7031,0.695,0.7027,0.0,803f9548045d2b724fa4ecc1cab50974e48d59b9c5ebb7ef50ebe203d67de55e,1839,1,initial,0
fn_o,cdc_diabetes,21,256,1,4,8,38,38,38,False,256,0,stratified_diverse,154,51,51,0,153,103,0,,0.4740094965575996,0.05202790092834499,0.7890625,0.3155,0.324,0.3203,,,,gpt-5.2-deep-learning-fundamentals,gpt-5.2-2025-12-11,28037,3093,2374,gpt-5.2,1.75,14.0,0.04906475,0.043302,0.09236675,0,35061,0,0,0,repair_disabled,,0.7890625,0.7890625,"[{""step"": 0, ""status"": ""initial"", ""batch_acc"": 0.7890625, ""mistakes"": 54, ""eval_errors"": 0, ""accepted_as_best"": true}, {""step"": 1, ""status"": ""repair_disabled"", ""batch_acc"": 0.7890625, ""mistakes"": 54, ""accepted_as_best"": false}]",0,best_ensemble_val,False,,0.7031,0.695,0.7027,0.0,a4b067ee7514b6d371f2248d1c53cd3cc9ee7fac38bf50bb5c51cc00acd09ee1,1919,1,initial,0
fn_o,cdc_diabetes,21,256,1,4,9,39,39,39,False,256,0,stratified_diverse,154,51,51,0,153,103,0,,0.5001782549041395,-0.0003565098233829942,0.3203125,0.7094,0.6945,0.7015,,,,gpt-5.2-deep-learning-fundamentals,gpt-5.2-2025-12-11,28037,838,360,gpt-5.2,1.75,14.0,0.04906475,0.011732,0.06079675,0,9858,0,0,0,repair_disabled,,0.3203125,0.3203125,"[{""step"": 0, ""status"": ""initial"", ""batch_acc"": 0.3203125, ""mistakes"": 174, ""eval_errors"": 0, ""accepted_as_best"": true}, {""step"": 1, ""status"": ""repair_disabled"", ""batch_acc"": 0.3203125, ""mistakes"": 174, ""accepted_as_best"": false}]",0,best_ensemble_val,False,,0.7031,0.695,0.7027,0.0,8d40881cca5de33d4b70b8547f39aebf7f7d9ca3bae628e70c82290ffeee0ccf,1265,1,initial,0
fn_o,cdc_diabetes,21,256,1,4,10,40,40,40,False,256,0,stratified_diverse,154,51,51,0,153,103,0,,0.5232877983943112,-0.0466093192918148,0.26171875,0.656,0.646,0.6538,,,,gpt-5.2-deep-learning-fundamentals,gpt-5.2-2025-12-11,28037,846,443,gpt-5.2,1.75,14.0,0.04906475,0.011844,0.06090875,0,10001,0,0,0,repair_disabled,,0.26171875,0.26171875,"[{""step"": 0, ""status"": ""initial"", ""batch_acc"": 0.26171875, ""mistakes"": 189, ""eval_errors"": 0, ""accepted_as_best"": true}, {""step"": 1, ""status"": ""repair_disabled"", ""batch_acc"": 0.26171875, ""mistakes"": 189, ""accepted_as_best"": false}]",0,best_ensemble_val,False,,0.7031,0.695,0.7027,0.0,a2b7d8165b511d907b487694f3dacf92ea1e21aa1043b580b3be5442a586ec93,835,1,initial,0
